# ['video-games', 'baby', 'grocery-and-gourmet-food', 'digital-music', 'musical-instruments', 'pet-supplies', 'patio-lawn-and-garden', 'beauty', 'automotive', 'office-products']
museum:[60, 0, 64, 36, 24, 0, 0, 0, 0, 20]
moisturized:[0, 0, 0, 0, 0, 0, 0, 396, 0, 0]
swears:[12, 8, 12, 0, 12, 28, 0, 64, 0, 8]
involving:[124, 0, 8, 32, 60, 0, 8, 0, 8, 8]
string:[36, 56, 0, 404, 876, 36, 1392, 16, 68, 48]
submit:[0, 0, 0, 8, 8, 12, 12, 0, 8, 16]
color:[1084, 368, 932, 0, 468, 248, 228, 608, 428, 1564]
classes:[68, 4, 8, 8, 104, 20, 0, 16, 0, 576]
simplicity:[60, 32, 40, 152, 140, 20, 44, 0, 16, 40]
non:[532, 276, 376, 516, 620, 436, 376, 640, 0, 460]
perfume:[8, 12, 24, 0, 4, 4, 0, 1900, 24, 0]
button:[936, 584, 0, 100, 68, 296, 248, 204, 224, 736]
durable:[68, 1012, 52, 0, 92, 1200, 684, 88, 480, 624]
usable:[0, 16, 24, 0, 20, 32, 68, 28, 64, 84]
drops:[76, 68, 592, 168, 0, 244, 76, 116, 140, 52]
central:[60, 16, 44, 76, 212, 40, 64, 0, 52, 28]
intrigued:[40, 44, 8, 76, 40, 12, 12, 8, 0, 0]
thrash:[4, 0, 0, 104, 52, 0, 16, 0, 8, 0]
backyard:[12, 28, 8, 0, 12, 96, 360, 0, 20, 4]
supporting:[56, 12, 12, 136, 252, 0, 44, 0, 32, 12]
news:[84, 40, 56, 148, 144, 60, 36, 0, 68, 40]
delivery:[176, 0, 480, 452, 236, 204, 340, 220, 296, 380]
thoughts:[104, 16, 28, 264, 236, 24, 48, 0, 16, 60]
rack:[32, 36, 36, 28, 24, 36, 40, 44, 380, 0]
green:[384, 0, 1568, 372, 204, 240, 516, 268, 264, 188]
toys:[96, 3052, 12, 0, 52, 2668, 24, 0, 124, 52]
breaks:[268, 88, 44, 192, 280, 208, 164, 140, 72, 0]
conquer:[84, 4, 8, 8, 20, 0, 0, 8, 0, 0]
war:[288, 0, 28, 232, 524, 120, 32, 0, 8, 32]
remake:[356, 8, 0, 200, 112, 4, 0, 12, 0, 8]
definately:[308, 232, 88, 252, 160, 80, 76, 92, 0, 64]
grew:[236, 136, 216, 420, 296, 28, 64, 44, 0, 56]
way:[875, 942, 1271, 911, 0, 946, 1046, 1109, 978, 1063]
grey:[68, 0, 316, 52, 48, 92, 32, 40, 60, 80]
wax:[12, 0, 40, 40, 36, 8, 8, 148, 584, 0]
stellar:[100, 12, 0, 276, 276, 8, 40, 0, 0, 8]
refer:[40, 32, 12, 72, 88, 40, 24, 12, 0, 88]
timely:[88, 0, 156, 64, 44, 104, 152, 92, 104, 192]
battles:[784, 0, 8, 16, 48, 12, 0, 0, 0, 0]
risk:[0, 140, 88, 80, 104, 92, 84, 76, 92, 72]
egrave:[4, 0, 16, 20, 108, 0, 0, 16, 0, 8]
window:[128, 100, 76, 168, 132, 92, 140, 0, 448, 108]
container:[4, 208, 532, 0, 0, 712, 200, 272, 336, 16]
play:[4513, 2516, 52, 620, 1025, 897, 79, 0, 108, 162]
costello:[0, 0, 0, 792, 0, 0, 0, 0, 0, 0]
innocence:[16, 0, 4, 344, 60, 0, 4, 0, 0, 8]
criteria:[8, 0, 0, 20, 44, 0, 4, 12, 12, 8]
quickly:[1012, 1012, 980, 0, 544, 1164, 1080, 1548, 964, 1044]
decide:[224, 136, 92, 164, 184, 96, 76, 0, 88, 100]
when:[1048, 1537, 1078, 588, 0, 1040, 1084, 998, 1271, 906]
nearby:[56, 40, 56, 20, 44, 56, 44, 0, 32, 40]
issues:[372, 388, 0, 248, 412, 736, 512, 420, 504, 228]
fan:[1906, 128, 606, 3986, 1930, 0, 165, 278, 528, 349]
instruments:[48, 968, 0, 748, 1108, 0, 8, 24, 8, 416]
grandma:[32, 328, 72, 32, 28, 20, 0, 44, 24, 20]
stuck:[640, 884, 192, 268, 220, 948, 576, 0, 384, 216]
frying:[4, 0, 92, 4, 4, 4, 16, 8, 0, 0]
fat:[68, 0, 452, 136, 80, 196, 24, 24, 16, 20]
fav:[68, 8, 24, 148, 20, 24, 0, 20, 0, 0]
catch:[424, 224, 0, 164, 248, 312, 312, 52, 128, 48]
fax:[0, 0, 0, 0, 0, 8, 0, 0, 8, 252]
issued:[12, 8, 0, 120, 272, 20, 4, 12, 12, 20]
plan:[292, 500, 328, 0, 136, 224, 340, 216, 268, 536]
backlit:[20, 0, 0, 0, 8, 0, 0, 0, 28, 52]
promising:[32, 4, 12, 64, 56, 20, 12, 4, 0, 8]
give:[1096, 1052, 1182, 931, 802, 1638, 0, 1012, 732, 877]
seeder:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
lamination:[0, 0, 0, 0, 0, 0, 0, 0, 0, 136]
cartridges:[52, 212, 0, 0, 0, 28, 36, 8, 0, 988]
lives:[476, 96, 128, 284, 1080, 140, 76, 0, 76, 64]
liver:[0, 0, 8, 8, 0, 104, 0, 16, 0, 0]
double:[248, 360, 0, 412, 732, 248, 192, 196, 232, 176]
stations:[12, 20, 12, 164, 88, 4, 4, 0, 16, 20]
stainless:[0, 0, 48, 0, 0, 24, 164, 20, 232, 0]
comfortable:[256, 1124, 0, 96, 184, 268, 368, 160, 356, 220]
determined:[44, 40, 0, 44, 76, 92, 40, 28, 64, 20]
utilize:[96, 0, 4, 4, 28, 8, 24, 4, 20, 28]
didnt:[340, 240, 92, 204, 116, 152, 0, 152, 160, 68]
vocals:[28, 0, 4, 2832, 1028, 4, 16, 28, 0, 40]
ladies:[28, 28, 20, 132, 80, 0, 24, 140, 24, 20]
completely:[908, 828, 0, 892, 1032, 904, 612, 780, 624, 448]
chocolate:[8, 0, 1520, 144, 36, 92, 4, 20, 0, 4]
purity:[12, 0, 8, 84, 124, 0, 8, 0, 8, 0]
breastfed:[0, 204, 0, 0, 0, 0, 0, 0, 0, 0]
youngest:[12, 148, 20, 12, 36, 48, 0, 0, 20, 28]
burned:[48, 32, 88, 36, 48, 88, 124, 144, 88, 0]
leaks:[0, 1132, 0, 0, 0, 32, 532, 28, 204, 12]
couldnt:[128, 68, 48, 40, 60, 36, 0, 36, 44, 40]
modern:[364, 40, 0, 984, 1256, 20, 88, 56, 48, 112]
wee:[8, 28, 8, 88, 28, 12, 0, 0, 8, 12]
pantry:[0, 8, 152, 0, 0, 20, 0, 0, 0, 0]
memories:[664, 112, 108, 536, 488, 60, 16, 56, 0, 100]
tragic:[40, 0, 0, 512, 496, 4, 4, 4, 0, 4]
older:[860, 1612, 0, 432, 584, 804, 432, 300, 392, 492]
categories:[52, 0, 12, 20, 52, 12, 0, 8, 0, 36]
dial:[28, 16, 0, 0, 12, 16, 68, 60, 16, 192]
sprayers:[0, 0, 0, 0, 0, 0, 328, 0, 0, 0]
grip:[256, 128, 0, 32, 60, 156, 428, 48, 184, 48]
wet:[36, 540, 152, 68, 0, 840, 532, 336, 532, 44]
strawberry:[0, 8, 148, 32, 12, 8, 0, 8, 0, 0]
dishes:[0, 64, 588, 12, 12, 120, 8, 36, 8, 8]
electricity:[36, 12, 36, 0, 12, 8, 76, 0, 80, 8]
climate:[0, 0, 28, 12, 24, 12, 44, 120, 24, 12]
great:[1332, 0, 1126, 1210, 1039, 692, 940, 902, 1132, 1045]
happened:[352, 304, 0, 372, 372, 264, 168, 184, 248, 196]
wrong:[1132, 620, 604, 1276, 1140, 508, 576, 0, 652, 624]
recordings:[0, 0, 0, 1400, 3800, 0, 20, 60, 0, 36]
grid:[52, 8, 4, 0, 4, 4, 60, 0, 40, 40]
songs:[48, 200, 0, 6008, 3520, 0, 36, 100, 8, 76]
pleased:[304, 752, 564, 0, 476, 552, 1024, 548, 628, 796]
width:[16, 68, 0, 0, 16, 32, 180, 0, 120, 36]
sides:[0, 1496, 76, 268, 272, 312, 192, 108, 288, 100]
screws:[20, 304, 0, 16, 0, 52, 216, 40, 360, 16]
certain:[1224, 212, 0, 500, 640, 160, 184, 168, 200, 208]
board:[244, 156, 60, 96, 136, 92, 44, 0, 140, 868]
levels:[3004, 72, 108, 108, 200, 64, 44, 40, 0, 72]
statistics:[8, 0, 0, 0, 4, 4, 0, 0, 0, 332]
wondered:[60, 24, 20, 92, 108, 48, 12, 20, 0, 24]
stuff:[616, 0, 2328, 1210, 812, 1088, 428, 1926, 840, 436]
charlie:[28, 0, 8, 416, 140, 20, 12, 8, 0, 0]
whim:[12, 24, 60, 36, 44, 20, 4, 48, 20, 0]
monkey:[144, 28, 28, 32, 20, 144, 4, 4, 0, 20]
fed:[32, 212, 40, 60, 28, 408, 48, 16, 0, 36]
dice:[52, 4, 24, 8, 12, 4, 12, 0, 0, 24]
constantly:[324, 632, 0, 212, 272, 472, 312, 220, 188, 172]
mustard:[0, 8, 340, 8, 8, 0, 20, 0, 0, 0]
looks:[1308, 924, 476, 0, 432, 848, 1132, 1248, 1684, 1568]
thankfully:[172, 96, 64, 108, 120, 68, 56, 68, 56, 0]
rain:[64, 132, 60, 444, 104, 88, 516, 40, 652, 0]
rail:[24, 116, 0, 0, 4, 8, 24, 0, 48, 4]
opened:[192, 540, 576, 0, 228, 344, 184, 200, 192, 328]
pleasing:[72, 44, 60, 92, 204, 0, 24, 40, 12, 84]
inner:[0, 56, 68, 164, 232, 32, 36, 36, 56, 60]
solely:[36, 0, 16, 40, 52, 0, 28, 20, 40, 20]
produced:[136, 0, 108, 1304, 664, 40, 88, 72, 40, 100]
market:[564, 408, 716, 0, 268, 276, 264, 540, 240, 324]
keen:[8, 0, 8, 32, 68, 20, 8, 8, 8, 0]
effects:[880, 28, 136, 284, 488, 232, 40, 144, 0, 36]
opener:[4, 8, 0, 308, 76, 0, 12, 8, 12, 12]
cereal:[4, 56, 168, 12, 0, 0, 0, 8, 0, 0]
refers:[12, 0, 8, 48, 64, 0, 12, 12, 8, 20]
personally:[584, 108, 272, 628, 448, 88, 92, 148, 0, 176]
keep:[488, 1706, 848, 293, 0, 1184, 1068, 1054, 1725, 1347]
effect:[288, 156, 224, 404, 620, 220, 84, 356, 0, 88]
elementary:[32, 8, 8, 20, 80, 0, 0, 0, 0, 160]
producer:[24, 0, 16, 560, 204, 0, 8, 12, 0, 0]
topic:[20, 4, 0, 72, 108, 20, 4, 12, 0, 16]
sugar:[0, 0, 1932, 288, 60, 24, 0, 68, 0, 0]
option:[508, 328, 200, 0, 136, 264, 136, 136, 224, 200]
who:[1114, 760, 1152, 1356, 1630, 1070, 0, 740, 524, 1206]
kindergarten:[8, 16, 0, 0, 8, 0, 0, 0, 0, 148]
game:[9984, 0, 0, 0, 8, 0, 0, 0, 0, 4]
unsure:[12, 40, 32, 36, 32, 40, 12, 0, 28, 12]
unexpected:[40, 20, 40, 96, 172, 20, 24, 0, 28, 24]
crucial:[68, 16, 12, 36, 64, 12, 0, 0, 8, 8]
deserves:[264, 16, 20, 472, 712, 56, 36, 36, 0, 40]
contribute:[16, 16, 0, 48, 48, 12, 8, 24, 8, 4]
generator:[20, 0, 4, 8, 12, 0, 36, 0, 616, 8]
why:[1398, 964, 836, 1680, 1328, 705, 774, 916, 0, 739]
faith:[16, 8, 16, 232, 172, 8, 120, 0, 12, 20]
died:[348, 64, 140, 396, 348, 444, 232, 0, 256, 252]
swings:[12, 92, 4, 132, 68, 8, 64, 4, 0, 4]
relaxed:[8, 20, 20, 204, 180, 16, 8, 8, 0, 0]
alone:[592, 368, 260, 984, 940, 320, 184, 196, 128, 0]
rocks:[424, 172, 76, 456, 228, 36, 432, 0, 64, 48]
wii:[768, 0, 0, 0, 0, 0, 4, 0, 0, 0]
dialogue:[340, 0, 0, 20, 292, 0, 8, 0, 0, 0]
david:[24, 0, 124, 476, 416, 8, 12, 28, 0, 20]
diet:[16, 52, 364, 12, 12, 620, 0, 84, 0, 8]
win:[720, 20, 72, 140, 364, 52, 32, 0, 32, 56]
designed:[452, 424, 60, 0, 136, 416, 664, 88, 464, 316]
sloppy:[64, 0, 20, 48, 56, 12, 16, 8, 16, 16]
didn:[816, 1276, 1072, 0, 572, 1436, 924, 1204, 1156, 1024]
butter:[12, 12, 580, 20, 8, 116, 188, 88, 0, 4]
wit:[48, 8, 0, 220, 96, 12, 0, 12, 0, 0]
ratchet:[16, 0, 0, 0, 0, 0, 28, 0, 196, 0]
electric:[0, 260, 156, 400, 500, 112, 1280, 136, 292, 32]
shine:[44, 0, 8, 312, 200, 48, 16, 216, 300, 20]
recommended:[0, 988, 668, 940, 1448, 1184, 496, 1728, 720, 512]
playpen:[0, 856, 0, 0, 0, 28, 0, 0, 0, 0]
contained:[60, 268, 96, 156, 148, 136, 36, 56, 0, 48]
various:[500, 296, 256, 356, 744, 156, 188, 0, 192, 272]
attention:[428, 424, 120, 620, 916, 344, 152, 0, 104, 228]
nyc:[8, 20, 20, 44, 100, 0, 0, 20, 20, 16]
shiny:[32, 0, 20, 24, 0, 248, 48, 336, 140, 52]
headache:[40, 48, 24, 24, 20, 0, 32, 56, 56, 40]
visit:[184, 240, 96, 68, 168, 172, 40, 52, 40, 0]
denied:[4, 4, 0, 36, 92, 0, 4, 4, 0, 0]
rake:[20, 0, 0, 8, 8, 1712, 224, 0, 0, 0]
user:[216, 144, 36, 0, 84, 112, 184, 128, 168, 464]
approx:[8, 24, 20, 8, 20, 24, 56, 0, 28, 40]
extent:[80, 20, 0, 92, 168, 4, 20, 24, 20, 20]
excelente:[4, 0, 4, 12, 48, 0, 0, 72, 8, 8]
sponges:[0, 20, 0, 0, 0, 0, 0, 172, 0, 0]
clogged:[4, 36, 0, 0, 0, 152, 160, 140, 20, 24]
luckily:[144, 160, 84, 72, 88, 116, 116, 68, 108, 0]
bring:[616, 292, 404, 616, 752, 288, 144, 0, 164, 136]
sauce:[8, 0, 3720, 24, 12, 32, 8, 0, 0, 0]
losing:[208, 64, 60, 104, 96, 68, 52, 64, 0, 88]
skins:[52, 0, 12, 24, 32, 4, 0, 52, 0, 0]
fit:[512, 2422, 348, 498, 516, 976, 1476, 0, 2100, 972]
honest:[192, 0, 132, 432, 424, 60, 52, 64, 88, 64]
giant:[356, 72, 60, 148, 128, 108, 0, 36, 40, 36]
rank:[64, 20, 16, 120, 132, 20, 0, 8, 0, 16]
perch:[4, 0, 0, 0, 0, 100, 16, 0, 0, 0]
outlet:[0, 172, 44, 0, 44, 48, 108, 40, 276, 16]
addition:[448, 308, 376, 552, 744, 264, 268, 244, 0, 480]
aa:[52, 36, 4, 0, 40, 12, 12, 8, 56, 40]
ac:[48, 60, 0, 76, 108, 56, 0, 0, 392, 20]
grow:[216, 332, 124, 380, 352, 52, 180, 72, 0, 48]
excited:[416, 460, 268, 120, 184, 312, 196, 236, 0, 264]
ramp:[20, 16, 4, 0, 4, 848, 156, 0, 80, 0]
ah:[76, 12, 20, 124, 80, 0, 12, 28, 52, 16]
engineers:[20, 0, 8, 48, 140, 28, 28, 0, 20, 52]
bandicoot:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
al:[36, 0, 40, 280, 304, 20, 28, 20, 24, 32]
dreaded:[36, 28, 24, 20, 8, 24, 32, 0, 12, 0]
an:[1013, 0, 1008, 1027, 1143, 810, 1170, 878, 1170, 1313]
panic:[12, 16, 32, 12, 20, 64, 0, 20, 16, 8]
interpretation:[8, 0, 0, 172, 876, 0, 4, 8, 0, 20]
puppy:[24, 124, 16, 40, 20, 1792, 48, 0, 12, 96]
peace:[120, 132, 36, 632, 264, 76, 56, 0, 88, 60]
folk:[16, 0, 8, 992, 896, 0, 8, 8, 8, 16]
competitive:[112, 0, 24, 20, 20, 0, 36, 40, 40, 24]
formed:[12, 36, 28, 112, 92, 32, 12, 24, 36, 0]
compression:[12, 0, 0, 28, 40, 0, 24, 0, 24, 8]
brother:[560, 260, 124, 520, 672, 116, 60, 0, 132, 232]
hurt:[164, 492, 128, 220, 212, 232, 68, 224, 24, 0]
ba:[16, 0, 0, 36, 8, 4, 0, 4, 0, 72]
frank:[24, 0, 44, 376, 172, 12, 0, 0, 0, 12]
ordering:[76, 136, 780, 0, 120, 400, 280, 388, 280, 300]
bi:[4, 0, 12, 28, 60, 20, 16, 12, 8, 12]
consequently:[12, 8, 0, 36, 48, 24, 20, 8, 12, 4]
virus:[148, 12, 4, 8, 4, 8, 16, 12, 0, 4]
search:[284, 128, 228, 196, 308, 116, 148, 188, 0, 160]
rescued:[20, 8, 0, 8, 20, 112, 4, 0, 0, 0]
systems:[932, 116, 32, 28, 68, 44, 40, 0, 144, 76]
by:[655, 0, 799, 1603, 2249, 766, 774, 1133, 642, 851]
genre:[688, 0, 0, 840, 660, 0, 8, 8, 0, 28]
cardboard:[0, 52, 164, 40, 56, 136, 68, 28, 116, 244]
topping:[4, 0, 96, 52, 8, 4, 0, 0, 12, 0]
panel:[64, 152, 0, 16, 12, 20, 20, 12, 168, 40]
develops:[36, 4, 8, 20, 64, 8, 32, 4, 0, 4]
foot:[64, 224, 0, 132, 160, 136, 624, 108, 460, 60]
cd:[90, 0, 24, 5258, 4197, 48, 52, 100, 125, 102]
outstanding:[320, 36, 200, 608, 1060, 0, 132, 68, 108, 144]
charge:[220, 56, 116, 0, 48, 108, 468, 64, 1860, 160]
keeping:[172, 720, 0, 200, 220, 524, 388, 264, 460, 372]
lasted:[72, 300, 128, 52, 0, 1328, 664, 320, 416, 336]
food:[88, 376, 2372, 68, 36, 4040, 224, 84, 36, 0]
cr:[4, 0, 16, 8, 16, 4, 4, 16, 52, 20]
tropical:[28, 0, 60, 28, 32, 12, 24, 24, 8, 0]
actor:[28, 0, 0, 32, 408, 4, 112, 0, 0, 0]
fly:[512, 0, 40, 288, 264, 132, 352, 40, 76, 44]
partner:[80, 8, 16, 108, 164, 20, 0, 8, 8, 0]
skeptical:[88, 104, 84, 0, 48, 104, 136, 140, 164, 52]
zipper:[0, 68, 0, 0, 0, 256, 236, 0, 56, 32]
freely:[52, 44, 8, 28, 52, 20, 24, 0, 16, 8]
da:[44, 0, 84, 464, 140, 8, 0, 4, 8, 4]
essential:[136, 64, 88, 836, 400, 68, 0, 116, 52, 108]
dc:[528, 40, 4, 132, 156, 8, 4, 0, 200, 8]
de:[132, 0, 104, 364, 764, 72, 40, 320, 64, 44]
vent:[12, 28, 0, 0, 8, 12, 20, 0, 636, 0]
dg:[0, 24, 0, 0, 408, 0, 4, 0, 0, 0]
di:[4, 0, 32, 24, 168, 0, 0, 16, 0, 0]
haunt:[28, 0, 4, 44, 60, 0, 4, 0, 0, 4]
ditch:[24, 8, 4, 20, 16, 12, 56, 12, 0, 8]
dj:[0, 0, 0, 448, 236, 0, 4, 0, 0, 12]
stairs:[64, 780, 0, 0, 20, 104, 8, 0, 20, 56]
language:[120, 8, 0, 124, 432, 16, 32, 36, 0, 132]
graphics:[9760, 28, 4, 0, 32, 4, 4, 0, 0, 164]
girls:[108, 260, 0, 344, 432, 80, 16, 120, 56, 208]
excessively:[20, 0, 24, 20, 24, 16, 12, 16, 8, 8]
dr:[128, 292, 44, 212, 108, 132, 0, 136, 24, 36]
fighters:[468, 0, 0, 4, 8, 0, 0, 0, 0, 4]
hydrated:[0, 0, 4, 0, 0, 8, 4, 216, 0, 0]
attacks:[564, 12, 12, 120, 76, 16, 4, 12, 0, 4]
won:[1223, 1206, 859, 955, 1130, 1144, 1066, 846, 856, 0]
chairs:[8, 164, 4, 4, 4, 4, 4, 0, 64, 4]
warning:[136, 80, 268, 180, 148, 148, 104, 64, 144, 0]
scary:[380, 72, 16, 80, 48, 36, 32, 24, 0, 24]
guitarist:[0, 0, 0, 500, 392, 0, 8, 16, 0, 0]
wow:[460, 132, 336, 448, 308, 128, 144, 192, 132, 0]
needs:[620, 976, 0, 388, 800, 916, 1080, 416, 964, 980]
image:[84, 20, 48, 212, 260, 40, 16, 0, 52, 216]
eh:[40, 0, 20, 36, 24, 12, 16, 4, 0, 8]
elmo:[0, 156, 0, 28, 0, 0, 0, 0, 0, 0]
el:[60, 24, 24, 184, 228, 16, 0, 104, 40, 48]
patterns:[40, 168, 0, 36, 136, 12, 76, 4, 0, 116]
em:[344, 36, 104, 248, 104, 76, 76, 28, 72, 0]
en:[40, 16, 16, 84, 228, 16, 0, 88, 20, 20]
goodies:[100, 4, 24, 40, 36, 16, 0, 0, 0, 8]
es:[64, 20, 0, 100, 156, 12, 8, 64, 24, 40]
never:[1054, 918, 1070, 1096, 908, 1142, 0, 1130, 926, 898]
squeak:[0, 68, 0, 4, 4, 232, 4, 0, 0, 0]
piece:[516, 1100, 352, 1220, 2100, 716, 944, 0, 884, 440]
carry:[0, 580, 396, 176, 224, 504, 436, 388, 500, 496]
refrigerator:[0, 52, 124, 0, 0, 12, 8, 0, 140, 80]
frame:[156, 180, 28, 40, 140, 276, 180, 0, 172, 256]
ff:[1384, 0, 4, 4, 8, 0, 0, 0, 0, 8]
limbs:[16, 12, 16, 8, 0, 40, 92, 0, 16, 0]
tears:[84, 56, 88, 372, 504, 124, 64, 52, 32, 0]
vocal:[16, 0, 8, 1400, 1164, 8, 4, 36, 0, 24]
for:[600, 1034, 1010, 0, 573, 1128, 872, 1125, 1371, 2080]
india:[52, 0, 60, 16, 44, 0, 8, 8, 12, 16]
watching:[348, 192, 136, 248, 1080, 232, 224, 0, 108, 40]
ft:[48, 60, 12, 24, 40, 60, 576, 0, 336, 20]
perhaps:[388, 224, 304, 1292, 1724, 296, 296, 208, 0, 248]
oily:[12, 0, 56, 0, 0, 56, 8, 1952, 40, 4]
personality:[200, 0, 0, 148, 196, 16, 4, 20, 0, 32]
oils:[0, 0, 180, 0, 0, 24, 0, 224, 40, 0]
rate:[432, 160, 276, 544, 584, 168, 348, 0, 220, 200]
plot:[1512, 0, 0, 24, 380, 0, 76, 8, 0, 48]
trouble:[420, 704, 156, 0, 248, 512, 576, 248, 336, 284]
class:[184, 40, 100, 408, 688, 0, 40, 60, 132, 1696]
ge:[8, 8, 0, 0, 8, 0, 8, 0, 0, 148]
covers:[100, 548, 0, 464, 464, 136, 268, 136, 304, 232]
digital:[84, 52, 0, 292, 472, 32, 24, 8, 176, 332]
spanish:[16, 4, 72, 188, 296, 0, 8, 24, 0, 84]
gamble:[16, 0, 12, 16, 28, 12, 8, 16, 20, 8]
fuses:[0, 0, 0, 16, 0, 0, 0, 0, 92, 0]
go:[1119, 956, 1128, 836, 0, 1277, 1155, 975, 1068, 899]
syrup:[0, 0, 908, 0, 4, 0, 4, 0, 0, 0]
counter:[124, 472, 120, 40, 96, 144, 0, 264, 40, 56]
rhythm:[8, 32, 0, 808, 572, 0, 0, 12, 0, 12]
chewing:[8, 168, 216, 0, 16, 1128, 8, 0, 0, 4]
gt:[168, 16, 0, 40, 36, 0, 0, 8, 24, 16]
vents:[12, 20, 0, 12, 8, 4, 16, 12, 384, 0]
rash:[12, 32, 12, 0, 4, 28, 0, 304, 0, 0]
clark:[4, 0, 0, 104, 72, 0, 0, 4, 0, 8]
form:[440, 100, 264, 1012, 964, 248, 0, 184, 108, 240]
management:[24, 8, 16, 20, 44, 20, 16, 0, 0, 80]
beethoven:[0, 0, 0, 0, 1084, 0, 0, 0, 0, 0]
counted:[8, 12, 8, 44, 36, 12, 20, 4, 0, 16]
ha:[80, 32, 36, 76, 52, 20, 32, 28, 52, 0]
pinched:[4, 152, 4, 0, 12, 40, 12, 0, 16, 0]
gate:[88, 1800, 32, 44, 32, 16, 24, 8, 84, 0]
hd:[120, 0, 0, 8, 32, 0, 76, 0, 44, 0]
he:[624, 2778, 527, 1189, 1102, 2332, 384, 358, 0, 384]
significantly:[72, 0, 56, 48, 104, 120, 100, 76, 68, 76]
very:[864, 924, 1148, 0, 804, 744, 1124, 1272, 1292, 1368]
practice:[304, 184, 0, 52, 384, 184, 208, 52, 48, 192]
decade:[176, 0, 20, 508, 248, 24, 40, 72, 36, 80]
placed:[144, 380, 232, 120, 208, 204, 220, 0, 244, 204]
hp:[68, 0, 0, 0, 4, 8, 108, 0, 204, 3076]
easily:[588, 2017, 441, 420, 0, 1168, 1691, 871, 1499, 897]
id:[96, 8, 36, 44, 24, 12, 0, 12, 24, 400]
drag:[36, 20, 4, 100, 132, 48, 260, 0, 72, 24]
ie:[56, 52, 44, 36, 32, 0, 68, 28, 28, 40]
if:[1548, 0, 1216, 1138, 1013, 816, 868, 766, 1122, 906]
french:[16, 84, 436, 144, 744, 24, 20, 92, 0, 32]
bathroom:[0, 616, 84, 20, 20, 156, 20, 588, 120, 40]
burns:[12, 20, 60, 52, 52, 24, 16, 140, 28, 0]
ii:[484, 0, 16, 372, 252, 108, 24, 20, 36, 188]
plates:[8, 16, 16, 0, 0, 8, 296, 0, 56, 40]
issue:[0, 592, 288, 324, 600, 476, 592, 364, 544, 376]
im:[592, 116, 144, 368, 112, 0, 112, 228, 176, 132]
in:[756, 784, 1440, 912, 1636, 0, 800, 708, 1176, 1240]
literally:[404, 172, 212, 240, 240, 248, 176, 224, 136, 0]
lower:[140, 248, 224, 0, 256, 220, 348, 160, 308, 264]
metal:[544, 348, 0, 704, 748, 244, 1364, 124, 816, 232]
dino:[144, 72, 0, 0, 0, 304, 0, 0, 0, 8]
rave:[24, 76, 92, 100, 96, 24, 0, 56, 28, 24]
somebody:[84, 0, 44, 148, 156, 28, 44, 72, 56, 32]
additive:[8, 0, 96, 0, 16, 16, 0, 0, 24, 0]
traditional:[196, 192, 276, 564, 848, 120, 108, 64, 0, 92]
lively:[16, 0, 8, 140, 356, 20, 0, 4, 0, 20]
cheeks:[4, 8, 16, 8, 0, 0, 0, 184, 0, 0]
supplement:[0, 44, 100, 0, 24, 852, 28, 64, 0, 32]
contrast:[44, 40, 32, 164, 372, 0, 0, 8, 8, 72]
bluegrass:[0, 0, 0, 900, 828, 0, 20, 0, 0, 0]
gave:[976, 1324, 852, 820, 860, 1364, 724, 816, 680, 0]
continuing:[44, 32, 16, 44, 36, 36, 0, 28, 0, 32]
annoying:[900, 548, 0, 296, 248, 176, 216, 96, 152, 268]
become:[1040, 356, 352, 908, 1160, 436, 232, 336, 0, 236]
turned:[580, 564, 408, 672, 444, 448, 444, 292, 380, 0]
jo:[8, 0, 0, 16, 420, 0, 4, 60, 0, 0]
grades:[12, 8, 16, 0, 20, 0, 0, 0, 8, 132]
disposal:[56, 404, 8, 0, 16, 116, 12, 0, 8, 4]
literature:[28, 0, 16, 12, 164, 12, 20, 0, 12, 44]
strings:[8, 56, 0, 508, 816, 0, 48, 24, 16, 24]
oem:[16, 0, 0, 0, 0, 0, 52, 0, 160, 280]
bosses:[872, 0, 4, 4, 0, 0, 0, 0, 0, 0]
digest:[0, 0, 28, 28, 32, 52, 0, 4, 0, 0]
sending:[64, 64, 60, 0, 36, 108, 112, 64, 144, 100]
ability:[604, 224, 0, 540, 528, 92, 236, 92, 180, 192]
camera:[724, 0, 0, 8, 216, 8, 8, 4, 88, 24]
belief:[48, 0, 12, 136, 56, 8, 28, 4, 0, 0]
plugged:[176, 148, 44, 0, 40, 108, 116, 28, 496, 60]
cleaners:[0, 28, 0, 0, 0, 16, 0, 52, 56, 0]
knew:[480, 468, 300, 820, 904, 340, 236, 256, 232, 0]
obnoxious:[0, 28, 0, 32, 28, 24, 16, 36, 12, 16]
generally:[128, 144, 164, 296, 544, 168, 108, 136, 0, 76]
knee:[0, 0, 0, 8, 28, 220, 12, 12, 12, 0]
places:[640, 256, 0, 340, 448, 220, 320, 188, 224, 320]
la:[72, 48, 96, 456, 760, 32, 0, 176, 28, 40]
lb:[4, 116, 196, 0, 8, 1072, 92, 0, 124, 32]
wooden:[12, 140, 60, 44, 76, 60, 152, 8, 108, 0]
le:[20, 8, 32, 24, 216, 28, 140, 16, 0, 12]
complete:[1336, 196, 148, 860, 1452, 264, 352, 0, 280, 288]
